table with row headers in column A and column headers in rows 3 through 4. (leading dots indicate sub-parts),,,,,,,,,,,,
"Table 3. Annual Estimates of the Resident Population by Sex, Race, and Hispanic Origin for Pennsylvania: April 1, 2000 to July 1, 2009",,,,,,,,,,,,
"Sex, Race, and Hispanic Origin",Population Estimates,,,,,,,,,,"April 1, 2000",
,"July 1, 2009","July 1, 2008","July 1, 2007","July 1, 2006","July 1, 2005","July 1, 2004","July 1, 2003","July 1, 2002","July 1, 2001","July 1, 2000",Estimates Base,Census
..NHPI,"3,107","3,040","2,965","2,845","2,688","2,569","2,416","2,327","2,251","2,205","2,186","2,186"
.Two or More Races,"68,567","66,743","64,297","61,595","59,147","56,733","54,294","52,074","49,840","47,699","47,281","47,281"
.Race alone or in combination:1,,,,,,,,,,,,
..White,"5,303,794","5,290,344","5,276,169","5,260,215","5,242,402","5,234,892","5,227,548","5,216,658","5,209,056","5,207,302","5,206,377","5,206,362"
..Black,"695,646","689,475","682,159","671,556","660,794","652,366","643,028","635,626","627,927","621,837","620,626","620,631"
..AIAN,"32,395","31,831","31,175","30,190","29,315","28,580","27,788","27,030","26,369","25,697","25,720","25,720"
..Asian,"173,932","168,915","164,220","158,727","152,612","146,681","141,224","135,381","129,494","124,563","123,276","123,276"
..NHPI,"6,563","6,433","6,248","6,025","5,752","5,528","5,280","5,101","4,935","4,803","4,603","4,603"
.NOT HISPANIC,"5,804,415","5,796,613","5,787,822","5,774,974","5,759,283","5,754,675","5,748,780","5,738,983","5,730,664","5,729,253","5,727,851","5,727,836"
..One Race,"5,743,468","5,737,137","5,730,419","5,719,852","5,706,194","5,703,630","5,699,789","5,691,913","5,685,570","5,686,044","5,685,013","5,684,998"
...White,"4,959,170","4,961,604","4,963,166","4,964,084","4,963,256","4,971,019","4,977,942","4,980,507","4,985,433","4,994,687","4,995,562","4,995,547"
...Black,"619,953","615,919","611,810","605,214","597,921","592,805","586,920","581,864","576,046","571,785","570,898","570,898"
...AIAN,"9,526","9,346","9,153","8,922","8,669","8,492","8,266","8,027","7,830","7,585","7,557","7,557"
...Asian,"153,068","148,558","144,622","140,014","134,794","129,789","125,172","120,059","114,862","110,609","109,629","109,629"
...NHPI,"1,751","1,710","1,668","1,618","1,554","1,525","1,489","1,456","1,399","1,378","1,367","1,367"
..Two or More Races,"60,947","59,476","57,403","55,122","53,089","51,045","48,991","47,070","45,094","43,209","42,838","42,838"
